"Path","ItemType","Category","Target","Reason","TrackedAtFrozenTag","Bytes","SHA256","LastWriteTimeUtc"
"BUILD/mbed_retarget.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1216295","7926E65210B89E7ACE6AAA8A30749541380F923D2868069D093C70F63229229B","2026-07-13T09:27:29.0393082Z"
"BUILD/mbed_retarget.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","9844","5CB3EAB30ED1111D1DD328E4B49840CDA98A941A47DA5E8516ED0B51C20AFBB3","2026-07-13T09:27:29.0423087Z"
"BUILD/mbed_retarget.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1346624","85C913068C59E677115C3E19B874BEF6A37102665B8DF434E56416B7EF51AA39","2026-07-13T09:27:29.1751398Z"
"BUILD/mbed_rtc_time.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1100740","5A5B20383E0118CD6D4BFCBA200AD4A72B83094A5BA11855A27EB4112643450B","2026-07-13T09:27:28.8575114Z"
"BUILD/mbed_rtc_time.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8769","1E5661D22671F427AF28E8B32859D492FC1044B28B035BE08585B070BB9CA5BB","2026-07-13T09:27:28.8605107Z"
"BUILD/mbed_rtc_time.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1221320","E7A01614AFB21B6317778A601243082ADB9CD36FE2F13E91F2B8D7D7F979C663","2026-07-13T09:27:28.9771787Z"
"BUILD/mbed_sdk_boot.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1085480","8DEB60DB833ECFAD3FF6ABBCB839F7ACB78756B6D61757718276A1182EB8B2E4","2026-07-13T09:27:28.6461811Z"
"BUILD/mbed_sdk_boot.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7711","84661BB1B468007CE30A86760F94C36EB7DDE841F9DF6E65C399B8EFDC2B8166","2026-07-13T09:27:28.6501829Z"
"BUILD/mbed_sdk_boot.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1182668","BE5E82992FE49FBEE4B8C92CA43400E3FBBD90F5739FAF8A3CF2941B19B068B8","2026-07-13T09:27:28.9566536Z"
"BUILD/mbed_semihost_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1095861","5E22F2CCE83A689F7A8F1EAD82235ACCFAA6A395291719E00BECD46199F810D5","2026-07-13T09:27:28.8635112Z"
"BUILD/mbed_semihost_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8914","B3FB2964F41D9E730195D17B63FB86920F6CD662616706BBA649136C2520B71A","2026-07-13T09:27:28.8655110Z"
"BUILD/mbed_semihost_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1194716","D1C8EA1B3A746173A19288153293C52B4A83B3C486AE9AA8646B8F8F7D1652B8","2026-07-13T09:27:28.9606546Z"
"BUILD/mbed_sleep_manager.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1098118","4042F20521BFD90B774183A5E320E125FD773CE66AFE3E9DE787463C6633AE1B","2026-07-13T09:27:28.7311763Z"
"BUILD/mbed_sleep_manager.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","9177","C0A76F3605091A52D8CB519B02BCAA0414C1213CAE5A33A3ED309E213149CA12","2026-07-13T09:27:28.7331759Z"
"BUILD/mbed_sleep_manager.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1207060","6BE197C24ADDA70D5971EDCD2E1669D48315A3872587132913E3A05973ACC48E","2026-07-13T09:27:28.9556549Z"
"BUILD/mbed_stats.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","12013","6BD5EF1554BCDC2B9A3154D2F5D8E67CB513275E8CD85E6FF103EC5B63D50691","2026-07-13T09:27:25.2617233Z"
"BUILD/mbed_stats.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","261","060B4F4C7B2BCA8807E6213A35979DFB076D97FA219FB7B7FBFC1890D38D30C0","2026-07-13T09:27:25.2627226Z"
"BUILD/mbed_stats.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","24488","EBA24D086824C7A20D20F59319AB41F4D75B24F2A50C9E65FDCF32716EDAE2D3","2026-07-13T09:27:25.2647225Z"
"BUILD/mbed_ticker_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1099101","AD7C0F76CD4C2669F21670BF8F8BBA5FB5ED1EB7D8215DF8FBD2AEFC2949E00E","2026-07-13T09:27:28.8497724Z"
"BUILD/mbed_ticker_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8712","230ECD4F0C67790F73A14A44CF8FE1FAD6280382754D5207294A85C957265680","2026-07-13T09:27:28.8513540Z"
"BUILD/mbed_ticker_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1214736","8D6B1849F4CCD1F68F223551E415D92BE522B43A819DA7712EF141E0CBAB189C","2026-07-13T09:27:28.9771787Z"
"BUILD/mbed_us_ticker_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1094685","19AC7A43519D330E70CD68F043DB8C6D4D875BD0E179B3076C8B7FE54E8F5ED9","2026-07-13T09:27:28.7812783Z"
"BUILD/mbed_us_ticker_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8983","433458C7E5E6217C4E1BB5AC544FB4A13F335091410ECA00BDBF0664243E5ADC","2026-07-13T09:27:28.7832771Z"
"BUILD/mbed_us_ticker_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1196932","5F26CBDCBC2E5490D040E578308E256F743455BBDF56041053D2C361346ECB79","2026-07-13T09:27:28.9546543Z"
"BUILD/mbed_wait_api_no_rtos.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1095056","12EB016618749892A4FA80F298243AEE633F47C784D34A46750E4A76D47F4C59","2026-07-13T09:27:28.8625115Z"
"BUILD/mbed_wait_api_no_rtos.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","9332","C14AA5C9B6C39A601A9B01D2B81145BA17FC11B5E349D4374E90068DC970266B","2026-07-13T09:27:28.8635112Z"
"BUILD/mbed_wait_api_no_rtos.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1198584","1F04586B68BA45C959D523F30CF4689A7560AFC4F82203081AB4C6E3E80F1517","2026-07-13T09:27:28.9596583Z"
"BUILD/mbed_wait_api_rtos.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","578","96B24213F766D40DE06C6AADB9DC06CE060DE2B86DEAE38BAF9D9460FA5E9C90","2026-07-13T09:27:25.2997257Z"
"BUILD/mbed_wait_api_rtos.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","117","670EA9A657D9179575C43EF4B41DF6D5F432E7E1B99EF7887D59BFF9DB374DD8","2026-07-13T09:27:25.2997257Z"
"BUILD/mbed_wait_api_rtos.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","12036","E3031B4B5677034C46E8066FF47224AA69E23F991BEF5C7EC48624F9AF28C055","2026-07-13T09:27:25.3017256Z"
"BUILD/peripheralpins.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1097672","CA90EDEB3AD4045E3511D64C675FB536313D3ED0D7051C3129D4E1648074AE12","2026-07-13T09:27:28.8875087Z"
"BUILD/peripheralpins.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8172","37B1CDF03C020B39FC421CD30F75FD3E12AFC2414E772C56050BD6FF0F4135F6","2026-07-13T09:27:28.8895097Z"
"BUILD/peripheralpins.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1182100","87FB6541237E4AC1C5258342C7FFE2654F953E462327A1A9E0BF7C810A8461E6","2026-07-13T09:27:29.0071960Z"
"BUILD/pinmap.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1092351","C59024C5544CDB72B2EA38BE4A0F4C0B5B5F4760BE573302D2330B48FC1E5225","2026-07-13T09:27:28.8539773Z"
"BUILD/pinmap.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","7545","2FB07867893F63C836B6412C2A8ADBB8CCEB6FEEE29E1FF6772CDDD5BBACF601","2026-07-13T09:27:28.8545056Z"
"BUILD/pinmap.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1197672","D5690B94E445DC6A76BC80873DFC7D28490F81537635D875C0775AC3C5D020E7","2026-07-13T09:27:28.9756336Z"
"BUILD/port_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1096141","5B708D02DA2585E5986191DF46B55CFFC6EA4C6C8115E1500C9717597845DFC6","2026-07-13T09:27:28.8161842Z"
"BUILD/port_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8166","9C6768E5F149DF8EC1335AAC355F269B0EC1BF6C5C9304663805FC8FB5C6B142","2026-07-13T09:27:28.8171845Z"
"BUILD/port_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1202580","FFFD5B7E29F06FE8113E346A429E5A0B14366C92DC9986CA8D03F1DECAB8A3DC","2026-07-13T09:27:28.9526549Z"
"BUILD/positionsensor.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1571483","091B899EC451601F13AC49E30B3C21D1259F67794114FA8EED995868033AD2C1","2026-07-13T09:27:48.1958125Z"
"BUILD/positionsensor.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","13220","1821B5A4BCD4C2BE5AB755511D549970497D1FE50D7EFECE5A7AA6B5BAE373D2","2026-07-13T09:27:48.2207052Z"
"BUILD/positionsensor.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1767096","B19B072269BD6EE7B4CF24BA0649902B43AD84E9FBFA935E9C2423FBEEEAA8B0","2026-07-13T09:27:48.5199562Z"
"BUILD/prefrencewriter.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1313468","06E88E21F2EA34D032E41C9B5D6B0076BFA1F1E85AD6E2735981BF86F4C68F59","2026-08-06T02:57:26.9247153Z"
"BUILD/prefrencewriter.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","13436","122BF3B7B522702EF8062D3F34F8BC82AED2F883F7C03D5CC2DD12F95D5F8E88","2026-08-06T02:57:26.9282829Z"
"BUILD/prefrencewriter.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1398708","A356B07961DD1DE2B7A68807BC047F09F1A1E7039BD2B9334DE368907D15256B","2026-08-06T02:57:28.5038158Z"
"BUILD/pwmout_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1099814","245150C7A3211BF55E32FAEE5274F1CC276246FE65D03A9E52886642495FB075","2026-07-13T09:27:28.8031882Z"
"BUILD/pwmout_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8459","B86D4AB36E650D12FE05900291238EEABED0A549D113D71E74B450B7FFF8E557","2026-07-13T09:27:28.8051863Z"
"BUILD/pwmout_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1215856","00F5F8FF45CE15D9B32302835C422001B83CA10E01622D03D6594C6F0A6BE1C3","2026-07-13T09:27:28.9546543Z"
"BUILD/pwmout_device.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1093664","797B4AFF7833318881BE3A73D8FEA32AF0C13EDA1B4C5FAF88E3809970A58E83","2026-07-13T09:27:28.8330673Z"
"BUILD/pwmout_device.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8583","6744A1AA401B35670621A7AF6B3CC828C05196EC4C51D0DB3A5420CC6B35A70E","2026-07-13T09:27:28.8350715Z"
"BUILD/pwmout_device.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1192524","F1010C6362A69D3507735A76114630C595A1CEAACC3B0E023AAEEEF4BD5AD1F8","2026-07-13T09:27:28.9516572Z"
"BUILD/rawserial.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1203990","1C63DDB1D4C6A207A088E2872CC1D866D1E0FC57D0AAB15C75DBDB2E880CACAC","2026-07-13T09:27:28.9841757Z"
"BUILD/rawserial.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8676","020E26738FC8E028786681163193A74B092BC091CB463F5E0086051AB29E50D7","2026-07-13T09:27:28.9871785Z"
"BUILD/rawserial.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1250964","47AC0E934EF1B2914BBD0C7A99C650C0921BD636CF534EBBB2F4001799FC719F","2026-07-13T09:27:29.0820957Z"
"BUILD/rtc_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1097606","DA575BCE10E88F486BCB6BEAD768C54B6C6A1714E606CF007D76CD1CEF4269E1","2026-07-13T09:27:28.8382787Z"
"BUILD/rtc_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8099","BB9807A806EEFE2267DBAED348F135D0C7D3292A3156AB4C4A134B302A607A04","2026-07-13T09:27:28.8412770Z"
"BUILD/rtc_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1216620","BD06E5967D4AFFDED24A2B16D6908428EF28B93711245A350AA7873FC629C451","2026-07-13T09:27:28.9596583Z"
"BUILD/serial_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1101042","15C76C636C78124B5E1F7C0C290F6818AB1100910788E75F88EE1EFB7B169A8A","2026-07-13T09:27:33.1498174Z"
"BUILD/serial_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8536","B432AA052A73A000BC7E22DFCB45AB968BD15C8186048E86601FE85FF9F6C750","2026-07-13T09:27:33.1538169Z"
"BUILD/serial_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1210388","9A7BA599B1827C4E38B1ACA01A29F1FFEDEA6F8DB159F7B1E81F1E38DD0A4A0B","2026-07-13T09:27:33.4474084Z"
"BUILD/serial_device.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1114173","BEB7B12DE8F728590D0972FF5A23FC60F9AFE5236C4ABF2C83D14D3B32E47B76","2026-07-13T09:27:33.3028730Z"
"BUILD/serial_device.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8842","50E9F36563C8FDB226A3DFF5A80659D6C7337BC393DAC3BF248FC72F875741E9","2026-07-13T09:27:33.3038744Z"
"BUILD/serial_device.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1262456","A33A87A23356646D69066A4206480E6293FA3D6D2964DEA8BFA0A516E2BF83F7","2026-07-13T09:27:33.4556877Z"
"BUILD/serial.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1210480","19FFD951B5ACE2714066BE84DF2A27740224AA97B600291EF62AAD5B5FF14D40","2026-07-13T09:27:33.4026210Z"
"BUILD/serial.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8713","36A975165E63E013DFDFA01CA2314CF02F932B6F3045F31F72CFEAF72B690408","2026-07-13T09:27:33.4056210Z"
"BUILD/serial.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1287172","01FD61FBDD2A14553CD85C9904EA2B98743623BC1101635A8136567357A0E497","2026-07-13T09:27:33.5373565Z"
"BUILD/serialbase.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1207820","853D951DEEA2E17B1D4CEF16061B82A73E543D5FE16CC72218E044CD5D802C61","2026-07-13T09:27:33.4066240Z"
"BUILD/serialbase.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8885","2E5505C4917C2F240CBD949DA5BF67DFD238666D64F551040C980432E6C0EC8D","2026-07-13T09:27:33.4106211Z"
"BUILD/serialbase.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1336544","F6C1FB35652CCF3B3E00FAD8AFAF301A74958BF2E66776BE35B85A0CB502B650","2026-07-13T09:27:33.5563567Z"
"BUILD/sleep.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1142016","A484621058BBB5F17D052646F91F1A6F9645ED76737E3F81B55FFEB5E1612ECE","2026-07-13T09:27:33.3466225Z"
"BUILD/sleep.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8183","22A68F3BD271D84026E9DBBB031F395BDE39DC9BCB0E78BBE574542810B3D149","2026-07-13T09:27:33.3486219Z"
"BUILD/sleep.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1231516","33BEBEE041F3E11D4916715FFA1FD33375F4475B5E8BA0EA2F94EA427EC66725","2026-07-13T09:27:33.4491668Z"
"BUILD/spi_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1110628","628E452C669A1795CB748FB7A143A00B49E2B518209F0412B0D1BB015B606142","2026-07-13T09:27:33.2488117Z"
"BUILD/spi_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8192","B2735970C269E3943AA4C56476E3FE2827000A5D51D49785B2C52FDFF1F86872","2026-07-13T09:27:33.2498122Z"
"BUILD/spi_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1207184","A0C675A29D9F9932CB36B93C53CDE4C1113113FAA49CE3C3BC65A4DF68AE8F46","2026-07-13T09:27:33.4556877Z"
"BUILD/spi.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1202995","FA12EE0695645290591B7A94CD7031E33436EBCF4863B08162FD0129477821EE","2026-07-13T09:27:33.3273992Z"
"BUILD/spi.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8347","716599D770EA51FAAEB1B18D1DCBD5305781E4AAF8B4B1D8D10F2BDE3161A0C9","2026-07-13T09:27:33.3323998Z"
"BUILD/spi.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1345120","BFE201517FB5C69F120FC1805E1CF2933A2BC49CAFB6AAF2BD5E1F3BD111C49C","2026-07-13T09:27:33.4896880Z"
"BUILD/spislave.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1115414","0374513816054233DA397E63549C18B29371C5C7A53EA467B62EB156C3F5E283","2026-07-13T09:27:33.2318125Z"
"BUILD/spislave.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8366","25275F0613A89E5300AE3C193BF322A7BAD750334133D4752EA76CF7779DA07F","2026-07-13T09:27:33.2348147Z"
"BUILD/spislave.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1226440","CFFB2E6803DBA069EED062283653BBA9DA91178529586073FA3248D93F5A0040","2026-07-13T09:27:33.4491668Z"
"BUILD/startup_stm32f446xx.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","141","A5CE553BE095DEECEC86C7A100CB318CEE6DB7C2A9FF1AFA97F223DF849FC16C","2026-07-13T09:27:29.1891463Z"
"BUILD/startup_stm32f446xx.lst","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","101495","6F2CE5F8A2BD802B916AF715C309EC73CBF29C8617C1C43361A7C6555EF97367","2026-07-13T09:27:29.1966540Z"
"BUILD/startup_stm32f446xx.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8124","9780B4A3FB922CE816BB9A594BFB0905FB143D8AE8A51A74170DC38EFCADFF73","2026-07-13T09:27:29.1926538Z"
"BUILD/stm_spi_api.crf","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1137235","E6658D258CE1DBD55CCED8BBEB12CC8280416FD5D19C7E6CB390A11E76CC6902","2026-07-13T09:27:47.3458782Z"
"BUILD/stm_spi_api.d","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","8734","15417411F40950013343147CDA64C40099B1A70ECD923FC31CF82855B1A256FA","2026-07-13T09:27:47.3478701Z"
"BUILD/stm_spi_api.o","File","吸收","Migration/Baseline/Evidence/build（只保留日志、map、axf 摘要；其余重建）","Keil 生成物，不进入新工程源码；本清单记录原始文件哈希。","False","1259540","FB15B9B0CE081296B6010D64458980EABE4698F77DE88633F5026E3D865C2CE3","2026-07-13T09:27:47.4717828Z"
